#fa/C,dNeff
4.913407e+05,7.794636e-02
5.004939e+05,7.767920e-02
5.098176e+05,7.741358e-02
5.193150e+05,7.715007e-02
5.289893e+05,7.688912e-02
5.388438e+05,7.662991e-02
5.488820e+05,7.637179e-02
5.591071e+05,7.611632e-02
5.695227e+05,7.586319e-02
5.801323e+05,7.561192e-02
5.909396e+05,7.536207e-02
6.019482e+05,7.511357e-02
6.131619e+05,7.486736e-02
6.245845e+05,7.462329e-02
6.362198e+05,7.438067e-02
6.480720e+05,7.413972e-02
6.601449e+05,7.390089e-02
6.724427e+05,7.366350e-02
6.849697e+05,7.342795e-02
6.977300e+05,7.319376e-02
7.107280e+05,7.296086e-02
7.239681e+05,7.272959e-02
7.374549e+05,7.250058e-02
7.511929e+05,7.227257e-02
7.651869e+05,7.204636e-02
7.794416e+05,7.182160e-02
7.939618e+05,7.159762e-02
8.087525e+05,7.137690e-02
8.238187e+05,7.115692e-02
8.391656e+05,7.093744e-02
8.547985e+05,7.071937e-02
8.707225e+05,7.050366e-02
8.869432e+05,7.028710e-02
9.034660e+05,7.007492e-02
9.202967e+05,6.986343e-02
9.374409e+05,6.965210e-02
9.549045e+05,6.944324e-02
9.726934e+05,6.923438e-02
9.908137e+05,6.902701e-02
1.009272e+06,6.882133e-02
1.028073e+06,6.861904e-02
1.047225e+06,6.842045e-02
1.066734e+06,6.822570e-02
1.086606e+06,6.803342e-02
1.106848e+06,6.784476e-02
1.127468e+06,6.765958e-02
1.148472e+06,6.747729e-02
1.169866e+06,6.730711e-02
1.191660e+06,6.712459e-02
1.213859e+06,6.694532e-02
1.236472e+06,6.677663e-02
1.259506e+06,6.660801e-02
1.282970e+06,6.644148e-02
1.306870e+06,6.627757e-02
1.331216e+06,6.611660e-02
1.356015e+06,6.595861e-02
1.381276e+06,6.580270e-02
1.407008e+06,6.564774e-02
1.433219e+06,6.549525e-02
1.459919e+06,6.534389e-02
1.487115e+06,6.519335e-02
1.514819e+06,6.504628e-02
1.543038e+06,6.490188e-02
